Sat.ElapsedDays           Sat.A1Gregorian            Sat.SunICRF.VX            Sat.SunICRF.VY            Sat.SunICRF.VZ            Sat.SunICRF.X             Sat.SunICRF.Y             Sat.SunICRF.Z             Mars.SunICRF.VX           Mars.SunICRF.VY           Mars.SunICRF.VZ           Mars.SunICRF.X            Mars.SunICRF.Y            Mars.SunICRF.Z            Sat.ElectricTank1.FuelMass   
38.61358319444116         27 Aug 2023 14:44:10.622   12.64710676433006         24.36768792254965         10.58645822842279         135527145.8963349         -61373834.98482894        -26565584.65972072        7.371305308119686         -19.27649352159764        -9.040597575014708        -234662528.3328191        -61382577.74260303        -21823508.61657222        3987.914566277485            
38.6135831944448          27 Aug 2023 14:44:10.622   12.64710676432858         24.36768792255031         10.58645822842308         135527145.8963385         -61373834.98482203        -26565584.65971772        7.371305308120365         -19.27649352159746        -9.04059757501464         -234662528.3328168        -61382577.74260909        -21823508.61657506        3987.914566277485            
39.6135831944448          28 Aug 2023 14:44:10.622   12.19446743971245         24.56633442958617         10.67309438609703         136600329.8914062         -59259835.70027439        -25647150.53441352        7.557464717048558         -19.22707107116036        -9.02295103876768         -234017603.8563926        -63045941.80685558        -22603858.30523789        3987.603699077486            
40.6135831944448          29 Aug 2023 14:44:10.622   11.73799702678724         24.7580677966389          10.75672685064688         137634239.4961774         -57128971.55843201        -24721360.50718732        7.743391783778204         -19.17625067936817        -9.004657005264507        -233356605.1537016        -64704975.41576553        -23382655.42123684        3987.292831877488            
41.6135831944448          30 Aug 2023 14:44:10.622   11.27781601597505         24.94282497783752         10.83732815620016         138628548.9082044         -54981842.57495468        -23788475.27448494        7.929075435311478         -19.12403083377149        -8.985714495034399        -232679552.7683396        -66359557.69969143        -24159844.11582672        3986.981964677489            
42.6135831944448          31 Aug 2023 14:44:10.622   10.81404614477625         25.12054453733098         10.91487155261521         139582942.7729521         -52819054.12663694        -22848758.00493964        8.114504523980504         -19.07041005611854        -8.966122565823493        -231986468.2193374        -68009567.63889632        -24935368.35829299        3986.67109747749             
43.44028108796556         01 Sep 2023 10:34:37.320   10.42802619412298         25.26210848667883         10.9766490273864          140341582.221144          -51019691.85520342        -22066925.88263363        8.267598169267899         -19.02502306375691        -8.949434934866995        -231401407.3525356        -69370088.8150733         -25575195.78811224        3986.414104218085            
44.44028108796556         02 Sep 2023 10:34:37.320   9.958400231061489         25.42717506163913         11.04983104628787         141222299.6145568         -48829863.11486104        -21115359.55042767        8.452533232258009         -18.96883957253806        -8.928654256030162        -230679095.6490947        -71011433.74709618        -26347534.09979578        3986.103755418087            
45.44028108796556         03 Sep 2023 10:34:37.320   9.48553602051418          25.58503926267655         11.11988294973039         142062300.5246827         -46626083.39223374        -20157605.28225604        8.63718184716868          -18.91125126670971        -8.907221455451319        -229940817.8521421        -72647863.7862412         -27118048.65965106        3985.793406618088            
46.44028108796556         04 Sep 2023 10:34:37.320   9.009559827109786         25.73564591353728         11.18678034936855         142861310.6234313         -44408977.36022721        -19193934.52415484        8.821532605778158         -18.85225684664666        -8.885135631105999        -229186599.1891097        -74279257.4954696         -27886683.21752951        3985.483057818089            
47.44028108796556         05 Sep 2023 10:34:37.320   8.530599100916154         25.87894152763772         11.25049962787618         143619066.527762          -42179174.36441325        -18224620.95295772        9.005574021879243         -18.79185504685274        -8.862395933016257        -228416465.8968428        -75905493.27902254        -28653381.39877877        3985.17270901809             
48.26697899305509         06 Sep 2023 06:25:04.019   8.132481222040042         25.99184654314388         11.30076022934816         144214172.3452244         -40326664.73415275        -17419226.84647887        9.157478879852402         -18.74085748137401        -8.843102755314424        -227767801.1064488        -77245917.87509587        -29285706.84181086        3984.916144315283            
