Sat.EarthMJ2000Eq.VX      Sat.EarthMJ2000Eq.VY      Sat.EarthMJ2000Eq.VZ      Sat.EarthMJ2000Eq.X       Sat.EarthMJ2000Eq.Y       Sat.EarthMJ2000Eq.Z       Sat.UTCGregorian           
-2.854185261403002        1.609509727694024         -0.0002300805412957933    15816.49126836904         34156.45781229095         -5.478762637281271        13 Oct 2022 18:15:14.055   
-2.990294420084483        1.30847908812693          -0.0001818425190114477    12343.20679766389         35889.82413041302         -5.72344538018219         13 Oct 2022 18:35:01.511   
-3.094674571202483        0.9965665882980465        -0.0001321386856002712    8682.159080393485         37275.92857828734         -5.912238811999828        13 Oct 2022 18:55:03.717   
-3.166532199681523        0.6771099405356296        -8.149852130972771e-05    4867.472605802146         38294.89651775196         -6.042284812920021        13 Oct 2022 19:15:21.139   
-3.205423783738515        0.3535040036962936        -3.045788375586097e-05    935.4158838422084         38930.14006352071         -6.111257061073935        13 Oct 2022 19:35:54.231   
-3.211261189011984        0.02914081026484067       2.045044366993602e-05     -3076.192735995353        39168.61553523665         -6.117396930069836        13 Oct 2022 19:56:43.526   
-3.18430580061689         -0.2926003409146656       7.069826840419512e-05     -7127.994377364636        39000.93695855897         -6.059531373037466        13 Oct 2022 20:17:49.530   
-3.125162892604425        -0.608414647217185        0.0001197716398576309     -11179.75702859377        38421.5329004419          -5.937092472267438        13 Oct 2022 20:39:12.824   
-3.034773476202763        -0.9150828056254579       0.0001671725228472794     -15190.43525521772        37428.76061483828         -5.750135026717941        13 Oct 2022 21:00:53.970   
-2.914398584806682        -1.209523184313834        0.0002124268700143182     -19118.77641785054        36024.95840770841         -5.499340187253957        13 Oct 2022 21:22:53.586   
-2.765602748970939        -1.488816639838811        0.0002550883992046178     -22923.60990510044        34216.48177217007         -5.186019008936264        13 Oct 2022 21:45:12.319   
-2.590236281630401        -1.750233434088078        0.0002947426915376711     -26564.18707042406        32013.73361921882         -4.812114674492246        13 Oct 2022 22:07:50.828   
-2.390407100986677        -1.99126932158917         0.000331012647879313      -30000.68203713291        29431.06527314461         -4.380183182388247        13 Oct 2022 22:30:49.831   
-2.168460194226717        -2.20966181246596         0.0003635608949145477     -33194.45338882508        26486.76923450075         -3.893390281523309        13 Oct 2022 22:54:10.063   
-1.92694388907269         -2.403418641189451        0.0003920940041957476     -36108.51156002469        23202.8983009421          -3.355479551014781        13 Oct 2022 23:17:52.315   
-1.668585401173851        -2.57083050263719         0.000416364314591904      -38707.79567371118        19605.19763459685         -2.770759669926428        13 Oct 2022 23:41:57.402   
-1.468609148121051        -2.676737044950551        0.0004314358690725892     -40406.37206405517        16763.18965404056         -2.311606947907265        14 Oct 2022 00:00:00.000   
-1.191314488811899        -2.793920956355749        0.0004476793177225953     -42360.46776425009        12741.8720314175          -1.665404455887462        14 Oct 2022 00:24:28.784   
-0.9022985357214859       -2.883173643348405        0.0004594492128935727     -43941.36408743727        8451.927045667744         -0.9799340517334547       14 Oct 2022 00:49:38.717   
-0.6072733550593333       -2.942573321541752        0.0004664876827755953     -45102.05351519425        3968.090592173643         -0.2672877171323873       14 Oct 2022 01:15:16.663   
-0.3096379970811155       -2.971789086104002        0.0004687686363194847     -45819.20534178567        -665.3755049139021        0.4654074796598034        14 Oct 2022 01:41:22.160   
-0.01251977764346103      -2.970921407651925        0.000466331617344228      -46074.97179109547        -5405.67629321073         1.211296372698764         14 Oct 2022 02:07:56.156   
0.2810344909400317        -2.940397507442711        0.000459266873823349      -45855.55674874838        -10208.57229566165        1.96332774475699          14 Oct 2022 02:34:59.822   
0.5680630033429533        -2.880953958813087        0.0004477125993895923     -45151.24797725592        -15028.31382797472        2.71424430103311          14 Oct 2022 03:02:34.411   
0.8457213344966191        -2.793622778680916        0.0004318525054243913     -43956.54171882921        -19818.03258388278        3.456645131057102         14 Oct 2022 03:30:41.277   
1.111303655548652         -2.679718152756795        0.0004119135777668519     -42270.28569234446        -24529.97857889072        4.183024057299801         14 Oct 2022 03:59:21.824   
1.362279598989518         -2.540815408537123        0.0003881624939620201     -40095.72336932733        -29116.06664762284        4.885855809174731         14 Oct 2022 04:28:37.573   
1.596311139677206         -2.378733900335374        0.0003609028081525853     -37440.59844508187        -33528.11786496247        5.557634798403011         14 Oct 2022 04:58:30.112   
1.811288567429231         -2.195504927948196        0.0003304696371421864     -34317.0229396713         -37718.4993593553         6.19097458991783          14 Oct 2022 05:29:01.203   
2.005337311036851         -1.993353934591102        0.0002972268128226195     -30741.5713749644         -41640.27117591387        6.778631775836183         14 Oct 2022 06:00:12.691   
2.176840128324053         -1.774670706523895        0.000261562030726939      -26735.18107592575        -45247.66145317956        7.313579875189554         14 Oct 2022 06:32:06.554   
2.324453963431183         -1.541976081655241        0.0002238814905954977     -22322.97083033303        -48496.50237595248        7.789076447777135         14 Oct 2022 07:04:44.949   
2.447116435858926         -1.297896598721983        0.0001846058630323397     -17534.19181678649        -51344.50079971631        8.198705295815925         14 Oct 2022 07:38:10.178   
2.544056118489959         -1.045129240046663        0.0001441646704598544     -12401.97938791037        -53751.63923871596        8.53643757716733          14 Oct 2022 08:12:24.745   
2.614796025213624         -0.7864081531403158       0.0001029910305487626     -6963.111241696058        -55680.48641132024        8.796678774085384         14 Oct 2022 08:47:31.387   
2.659151899422087         -0.5244804404053521       6.151786317343917e-05     -1257.93468859046         -57096.42402170136        8.974303837370574         14 Oct 2022 09:23:33.037   
2.677232131937139         -0.262067352429911        2.017179218263178e-05     4670.034405140939         -57967.97204433195        9.064705225994494         14 Oct 2022 10:00:32.909   
2.66943062310199          -0.001833840052058704     -2.063158612962247e-05    10774.38035634086         -58266.99005820803        9.063822522197784         14 Oct 2022 10:38:34.527   
2.636416962523301         0.2536405788778487        -6.049220768474649e-05    17006.05928387969         -57968.84898494521        8.968167375564764         14 Oct 2022 11:17:41.754   
2.579124998907149         0.5018867052636974        -9.902936612770262e-05    23313.59706325668         -57052.59012584905        8.774847028193877         14 Oct 2022 11:57:58.800   
2.498733728410127         0.7405878578027362        -0.0001358881976586907    29643.77415510361         -55500.96006858238        8.481564528076182         14 Oct 2022 12:39:30.416   
2.39665193544588          0.9675880519036428        -0.0001707408530286451    35941.49993045524         -53300.48905552073        8.086632114704708         14 Oct 2022 13:22:21.795   
2.274497887598279         1.180920517136343         -0.000203290825080524     42150.2169936238          -50441.50830521488        7.58897085915335          14 Oct 2022 14:06:38.686   
2.136672628935595         1.375517685951018         -0.0002327763483654552    48108.00454379879         -46985.30298767835        6.999471662371731         14 Oct 2022 14:51:38.686   
1.988467921550535         1.548070916143646         -0.0002587188635872647    53678.91876118274         -43033.56301894986        6.335168876755662         14 Oct 2022 15:36:38.686   
1.832955864108695         1.699268615214604         -0.0002812502703177195    58839.16580822306         -38644.94818582414        5.605460994281493         14 Oct 2022 16:21:38.686   
1.672839688186385         1.830072671158259         -0.0003005425931480087    63572.74753977815         -33875.87274831128        4.819333447577302         14 Oct 2022 17:06:38.686   
1.510462899292185         1.941645284558398         -0.0003167965565461774    67870.4758783173          -28779.86814566703        3.985266077278059         14 Oct 2022 17:51:38.686   
1.347826116137642         2.035286017380035         -0.0003302318234874662    71729.0228335382          -23407.12939718118        3.111169186439502         14 Oct 2022 18:36:38.686   
1.186609280250566         2.112378616462591         -0.0003410788106551711    75150.02371524442         -17804.21814585098        2.204343798288769         14 Oct 2022 19:21:38.686   
1.02819731043201          2.174346938797238         -0.0003495719598117653    78139.24535297084         -12013.89682058924        1.271462017323796         14 Oct 2022 20:06:38.686   
0.8737076447004515        2.222619163644263         -0.0003559443254601395    80705.82644252222         -6075.070418920615        0.3185637478682335        14 Oct 2022 20:51:38.686   
0.724018440459023         2.258599403878787         -0.0003604233300303441    82861.59338703586         -22.81472417389568        -0.6489335840753528       14 Oct 2022 21:36:38.686   
0.5797964894577923        2.283645808854557         -0.0003632275368747168    84620.45207660168         6111.527795004368         -1.626215255363672        14 Oct 2022 22:21:38.686   
0.4415241480491335        2.299054269442058         -0.000364564296113557     85997.85384176821         12300.2007217146          -2.609041967455398        14 Oct 2022 23:06:38.686   
0.3095247873328965        2.306046881138784         -0.0003646281270347779    87010.33221177985         18518.84903828484         -3.593717235776408        14 Oct 2022 23:51:38.686   
0.2857237463601928        2.306511718206245         -0.0003645145858442557    87159.5261988542          19675.03031337293         -3.776483643855949        15 Oct 2022 00:00:00.000   
0.1613962693928741        2.304997174158546         -0.0003633021129120519    87761.66923542177         25902.03818636715         -4.759255739469908        15 Oct 2022 00:45:00.000   
0.04360701340828377       2.297448918171374         -0.0003611930225353723    88036.95316752901         32116.58734104665         -5.737508532035675        15 Oct 2022 01:30:00.000   
-0.0676793445097275       2.284818526409873         -0.0003583365299179481    88003.00191923638         38303.69102567951         -6.709025825457655        15 Oct 2022 02:15:00.000   
-0.1725718075725919       2.267970976208785         -0.0003548676663800953    87677.24096471182         44450.81447427735         -7.671975071530668        15 Oct 2022 03:00:00.000   
-0.2712380139680672       2.247686938413894         -0.0003509077570017079    87076.71914832233         50547.64388759428         -8.624869674996926        15 Oct 2022 03:45:00.000   
-0.3638911149561155       2.224666204723908         -0.0003465650620324086    86217.9685038094          56585.86321666015         -9.566532821872663        15 Oct 2022 04:30:00.000   
-0.4507784467753185       2.199531921138802         -0.0003419355312430569    85116.89704962743         62558.94135561823         -10.49606320240959        15 Oct 2022 05:15:00.000   
-0.5321718509122824       2.172835356290777         -0.0003371036295811167    83788.7099109766          68461.93154197998         -11.41280287547905        15 Oct 2022 06:00:00.000   
-0.6083594898003311       2.145060984408022         -0.0003321432005803639    82247.85452351607         74291.28410042306         -12.31630741991013        15 Oct 2022 06:45:00.000   
-0.6796390038729656       2.116631707063245         -0.0003271183409934947    80507.98608943005         80044.67313297481         -13.20631843743831        15 Oct 2022 07:30:00.000   
-0.7463118594301876       2.087914076016595         -0.0003220842661223285    78581.94986863821         85720.83733650496         -14.08273840861504        15 Oct 2022 08:15:00.000   
-0.8086787436154579       2.059223411834451         -0.0003170881503909051    76481.77728578125         91319.43480163178         -14.94560785465569        15 Oct 2022 09:00:00.000   
-0.8670358718500734       2.030828740084671         -0.0003121699319290622    74218.69320978307         96840.91140051748         -15.79508472235733        15 Oct 2022 09:45:00.000   
-0.9216720834642537       2.002957489339931         -0.0003073630734000265    71803.132112545           102286.3821911608         -16.6314258837282         15 Oct 2022 10:30:00.000   
-0.9728666123309707       1.975799913530014         -0.0003026952741084227    69244.76113397941         107657.5251408044         -17.45497062492425        15 Oct 2022 11:15:00.000   
-1.020887430544389        1.949513215917366         -0.000298189130655669     66552.50837103697         112956.4863905682         -18.26612598881674        15 Oct 2022 12:00:00.000   
-1.065990074219337        1.924225363639723         -0.0002938627451537409    63734.59496869369         118185.7962384522         -19.06535383059007        15 Oct 2022 12:45:00.000   
-1.108416871060118        1.900038590838251         -0.0002897302813442754    60798.56982195847         123348.2950007814         -19.85315944498603        15 Oct 2022 13:30:00.000   
-1.148396499281641        1.877032595291586         -0.0002858024699690007    57751.34590134122         128447.0679165826         -20.63008162616435        15 Oct 2022 14:15:00.000   
